autor,titulo,enlace,categoria_descriptores,vistas_reales,fecha_publicacion,latent_x,latent_y,latent_z
pixaroma,ComfyUI Tutorial Series: Ep04 - IMG2IMG and LoRA Basics,https://www.youtube.com/watch?v=xedwjtaPVzw,"Beginner Guides (Beginner Guides, Node Graph Architecture, SDXL & Stable Diffusion Models)",216541,2024-08-09,-48.08,-21.61,36.42
MDMZ,FLUX: How To Generate UNLIMITED AI Images For FREE | ComfyUI Tutorial,https://www.youtube.com/watch?v=DdSe5knj4k8,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, Flux Model Workflows)",215058,2024-08-09,-14.29,49.93,9.94
pixaroma,ComfyUI Tutorial Series: Ep02 - Nodes and Workflow Basics,https://www.youtube.com/watch?v=JE5eykLuTXI,"Beginner Guides (Beginner Guides, Node Graph Architecture, AnimateDiff & AI Video)",213889,2024-08-09,-35.14,-38.22,62.66
Matt Wolfe,Run SDXL Locally With ComfyUI (2024 Stable Diffusion Guide),https://www.youtube.com/watch?v=9k-yb83ZHfc,SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models),211046,2024-08-09,25.6,94.92,2.67
Scott Detweiler,Stable Diffusion 1.5 - Windows Installation Guide [Tutorial],https://www.youtube.com/watch?v=ycQJDJ-qNI8,"Beginner Guides (Beginner Guides, SDXL & Stable Diffusion Models)",184085,2023-08-10,-36.76,-0.82,20.95
Latent Vision,ComfyUI: Advanced Understanding (Part 1),https://www.youtube.com/watch?v=_C7kR2TFIX0,"Beginner Guides (Beginner Guides, SDXL & Stable Diffusion Models)",182291,2024-08-09,-42.77,2.84,34.63
Mickmumpitz,Build your own AI MOVIES shot by shot - FREE & LOCAL! [AI Filmmaking in ComfyUI - 2025],https://www.youtube.com/watch?v=YpuSE9hcal8,Beginner Guides (Beginner Guides),180307,2025-11-12,-23.37,61.11,67.41
pixaroma,ComfyUI Tutorial Series: Ep08 - Flux 1: Schnell and Dev Installation Guide,https://www.youtube.com/watch?v=ImWHS5Ux36E,"Beginner Guides (Beginner Guides, SDXL & Stable Diffusion Models, Flux Model Workflows)",176705,2025-08-09,-4.04,12.76,28.57
AI Search,The BEST local AI video generator is here!,https://www.youtube.com/watch?v=8HutJ9W5pTg,AnimateDiff & AI Video (AnimateDiff & AI Video),164923,2026-08-05,73.24,-21.97,71.23
MDMZ,WAN 2.2 Animate: Replace Anyone With AI in ComfyUI,https://www.youtube.com/watch?v=tSaJuj0yQkI,Beginner Guides (Beginner Guides),161011,2025-10-13,-59.81,35.97,78.89
AI Search,"Z-image Advanced Tutorial: Controlnet, inpainting, 4K+ upscaling & more",https://www.youtube.com/watch?v=icAh98ff7Dw,"ControlNet Pose & Canny (ControlNet Pose & Canny, Image Upscaling & Hires Fix)",158085,2026-01-11,12.22,56.15,120.0
pixaroma,ComfyUI Tutorial Series: Ep09 - How to Use SDXL ControlNet Union,https://www.youtube.com/watch?v=C0zykaDF1ts,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, ControlNet Pose & Canny)",156317,2025-08-09,42.36,19.43,-7.83
Latent Vision,IPAdapter v2: all the new features!,https://www.youtube.com/watch?v=_JzDcgKgghY,"IPAdapter & Style Transfer (IPAdapter & Style Transfer, Custom Nodes & ComfyManager)",152328,2024-08-09,-52.03,-18.78,-33.1
MDMZ,Bring Images to LIFE with Stable Video Diffusion | A.I Image to Video ComfyUI Tutorial,https://www.youtube.com/watch?v=XPRXhnrmzzs,AnimateDiff & AI Video (AnimateDiff & AI Video),151917,2024-08-09,76.46,11.01,67.67
Vladimir Chopine [GeekatPlay],How to Train LoRA in ComfyUI Using Flux – Full Step-by-Step Tutorial,https://www.youtube.com/watch?v=m3ENCAwWDXc,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, Flux Model Workflows, ControlNet Pose & Canny)",151857,2025-08-09,4.09,40.72,9.25
Scott Detweiler,"ComfyUI : Ultimate Upscaler - Upscale any image from Stable Diffusion, MidJourney, or photo!",https://www.youtube.com/watch?v=CxB47DMEyYQ,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, Image Upscaling & Hires Fix)",149750,2024-08-09,97.29,50.86,10.58
Mickmumpitz,STOP Paying for AI Upscaling - This FREE Tool is BETTER [ComfyUI Workflow + Tutorial],https://www.youtube.com/watch?v=NpNagmQI4yg,Node Graph Architecture (Node Graph Architecture),146494,2025-12-12,45.12,-116.12,7.81
Scott Detweiler,ComfyUI Infinite Upscale - Add details as you upscale your images using the iterative upscale node,https://www.youtube.com/watch?v=t3lT_04A9j0,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, Image Upscaling & Hires Fix)",137843,2023-08-10,106.87,35.77,5.98
MattVidPro,Easiest way to Install Stable Diffusion XL 1.0 on Your Computer! (Best Tutorial),https://www.youtube.com/watch?v=9TtNiKnYGD4,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, AnimateDiff & AI Video)",137693,2023-08-10,21.26,58.7,-11.79
Nekodificador Lab and Nekodificador,COMFYUI for Beginners: The Best Guide from Scratch 🚀,https://www.youtube.com/watch?v=0Db_ZMz8bWY,Node Graph Architecture (Node Graph Architecture),134956,2025-08-09,32.52,-102.98,32.0
PixelEasel,ComfyUI simple Inpainting image to image  #comfyui #stablediffusion #inpainting,https://www.youtube.com/watch?v=vY4QwnR4R2M,Node Graph Architecture (Node Graph Architecture),134227,2024-08-09,59.85,-93.89,3.08
Prompting Pixels,How To Do img2img Within ComfyUI - Beginner's Guide,https://www.youtube.com/watch?v=5ZO02NgdL3A,Beginner Guides (Beginner Guides),133056,2024-08-09,-59.77,39.94,61.28
Scott Detweiler,ComfyUI - Hands are finally FIXED!  This solution works with all models!,https://www.youtube.com/watch?v=PLSIegjSEDg,Node Graph Architecture (Node Graph Architecture),126769,2024-08-09,31.8,-79.82,-12.91
Kevin Stratvert,How to Generate AI Videos for FREE with ComfyUI (Step-by-Step Tutorial),https://www.youtube.com/watch?v=0z8Pp4TaAl8,Beginner Guides (Beginner Guides),125766,2026-07-10,-71.91,29.84,15.32
Scott Detweiler,SDXL ComfyUI img2img - A simple workflow for image 2 image (img2img) with the SDXL diffusion model,https://www.youtube.com/watch?v=Zteta2_JvdA,"Node Graph Architecture (Node Graph Architecture, SDXL & Stable Diffusion Models)",125430,2023-08-10,69.24,-28.49,-1.89
Kevin Stratvert,How to Use ComfyUI (Step-by-Step Tutorial),https://www.youtube.com/watch?v=hl7kwMwkLJU,Beginner Guides (Beginner Guides),124830,2026-07-10,-76.92,17.57,15.25
pixaroma,ComfyUI Tutorial Series: Ep19 - SDXL & Flux Inpainting Tips with ComfyUI,https://www.youtube.com/watch?v=EJ7LhNS67KM,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, Flux Model Workflows)",119233,2025-08-09,-22.17,59.38,18.69
Mickmumpitz,AI is finally controllable! …with a stick [FREE ComfyUI Workflow + Tutorial],https://www.youtube.com/watch?v=pUb58eAZ3pc,"Node Graph Architecture (Node Graph Architecture, AnimateDiff & AI Video)",116515,2026-01-11,37.62,-58.95,27.77
Max Novak,Animate ANY Reference Image with a Video | WAN 2.2 ANIMATE ComfyUI (+workflow),https://www.youtube.com/watch?v=0trUwzli5G0,"Node Graph Architecture (Node Graph Architecture, SDXL & Stable Diffusion Models, ControlNet Pose & Canny, AnimateDiff & AI Video)",114455,2025-10-13,26.92,-37.25,9.7
Latent Vision,InstantID: Everything you need to know,https://www.youtube.com/watch?v=wMLiGhogOPE,"IPAdapter & Style Transfer (IPAdapter & Style Transfer, AnimateDiff & AI Video)",114433,2024-08-09,-16.0,-1.22,-34.79
Prompting Pixels,Image-to-Image with Z Image Turbo (Beginner Friendly),https://www.youtube.com/watch?v=4afOL5qtggw,Beginner Guides (Beginner Guides),113224,2026-01-11,-72.49,7.45,97.49
Scott Detweiler,ComfyUI - Getting Started : Episode 2 -  Custom Nodes Everyone Should Have,https://www.youtube.com/watch?v=gE_pMdJvAD0,"Beginner Guides (Beginner Guides, Node Graph Architecture, SDXL & Stable Diffusion Models, Custom Nodes & ComfyManager)",112548,2023-08-10,-63.77,-54.19,26.29
MDMZ,How To Create AI Dance Animations | AnimateDiff Video2Video + ComfyUI Tutorial,https://www.youtube.com/watch?v=d3vpKqTiTvc,AnimateDiff & AI Video (AnimateDiff & AI Video),111876,2024-08-09,86.63,-28.95,105.78
pixaroma,"ComfyUI Tutorial Series Ep 52: Master Flux Kontext – Inpainting, Editing & Character Consistency",https://www.youtube.com/watch?v=9-onDeEWWvU,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, Flux Model Workflows)",111309,2025-08-09,-22.76,73.97,21.27
Olivio Sarikas,L3: Latent Upscaling in ComfyUI  - Comfy Academy,https://www.youtube.com/watch?v=3W-_B_0F7-g,Node Graph Architecture (Node Graph Architecture),111194,2024-08-09,49.42,-88.99,28.41
Scott Detweiler,ComfyUI : NEW Official ControlNet Models are released!  Here is my tutorial on how to use them.,https://www.youtube.com/watch?v=DMxnf4WXMsY,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, ControlNet Pose & Canny)",107522,2024-08-09,27.65,19.44,-9.63
Scott Detweiler,SDXL ComfyUI Stability Workflow - What I use internally at Stability for my AI Art,https://www.youtube.com/watch?v=2Xe79Nl_6jA,"Node Graph Architecture (Node Graph Architecture, SDXL & Stable Diffusion Models)",106778,2023-08-10,76.22,-49.19,-15.87
Sebastian Kamph,NEW Flux Kontext tutorial. Consistent Characters FREE & EASY!,https://www.youtube.com/watch?v=bZy-BvO7Xk8,"Node Graph Architecture (Node Graph Architecture, Flux Model Workflows)",98479,2025-08-09,33.25,-13.53,38.14
MDMZ,Create Morphing AI Animations | AnimateDiff ComfyUI Tutorial,https://www.youtube.com/watch?v=AUKQfJZX-78,AnimateDiff & AI Video (AnimateDiff & AI Video),98447,2024-08-09,102.54,-27.87,104.51
pixaroma,ComfyUI Tutorial Series: Ep10 - Flux GGUF and Custom Nodes,https://www.youtube.com/watch?v=Ym0oJpRbj4U,"Node Graph Architecture (Node Graph Architecture, Flux Model Workflows, Custom Nodes & ComfyManager)",98440,2025-08-09,-65.78,-98.88,56.82
Data Leveling,ComfyUI IPAdapter (SDXL/SD1.5): Create a Consistent AI Instagram Model,https://www.youtube.com/watch?v=oYjEFHb--RA,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, ControlNet Pose & Canny, IPAdapter & Style Transfer, AnimateDiff & AI Video)",97047,2024-08-09,6.99,38.67,-20.21
Aris,Best ComfyUI Upscale Workflow! (Easy ComfyUI Tutorial),https://www.youtube.com/watch?v=AW6BdxyqK8g,"Node Graph Architecture (Node Graph Architecture, Image Upscaling & Hires Fix)",96249,2024-08-09,115.87,-19.54,25.51
MDMZ,Install ComfyUI in 5 Minutes | 2026 Tutorial,https://www.youtube.com/watch?v=txgJ6d0WEDM,AnimateDiff & AI Video (AnimateDiff & AI Video),96203,2026-02-10,95.11,8.59,106.66
Latent Vision,Image stability and repeatability (ComfyUI + IPAdapter),https://www.youtube.com/watch?v=6i417F-g37s,IPAdapter & Style Transfer (IPAdapter & Style Transfer),94495,2024-08-09,-40.37,-12.52,-24.03
Arcane Ai Alchemy,"ComfyUI - Wan 2.1 Image to Video, Made Simple",https://www.youtube.com/watch?v=vQyLzgFprFU,"Node Graph Architecture (Node Graph Architecture, AnimateDiff & AI Video)",90478,2025-08-09,41.43,-66.99,50.43
Sebastian Kamph,NEW Flux NF4 for ComfyUI. FASTEST FLUX!,https://www.youtube.com/watch?v=L5BjuPgF1Ds,"Flux Model Workflows (Flux Model Workflows, AnimateDiff & AI Video)",88905,2025-08-09,37.04,41.73,56.86
Scott Detweiler,Which Stable Diffusion Sampler is Best? - Comparison With Step Counts,https://www.youtube.com/watch?v=N5ZAMa3BUxc,SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models),88544,2023-08-10,32.56,67.14,19.33
Koala Nation,Easy Image to Video with AnimateDiff (in ComfyUI)  #stablediffusion #comfyui #animatediff,https://www.youtube.com/watch?v=yHMcsRZGMEo,"ControlNet Pose & Canny (ControlNet Pose & Canny, AnimateDiff & AI Video)",88185,2024-08-09,15.18,22.71,93.61
pixaroma,ComfyUI Tutorial Series: Ep14 - How to Use Flux ControlNet Union Pro,https://www.youtube.com/watch?v=WHuhxKk40k4,"Flux Model Workflows (Flux Model Workflows, ControlNet Pose & Canny, AnimateDiff & AI Video)",85123,2025-08-09,33.73,24.34,62.15
Maciej Dziuba,Claude Code just made ComfyUI 10x more powerful,https://www.youtube.com/watch?v=nSS_Wi7f2Ww,AnimateDiff & AI Video (AnimateDiff & AI Video),85075,2026-05-11,109.8,-34.77,81.25
pixaroma,ComfyUI Tutorial Series Ep17   Flux LoRA Explained! Best Settings & New UI,https://www.youtube.com/watch?v=-aW1U8QEak0,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, Flux Model Workflows, AnimateDiff & AI Video)",84701,2025-08-09,-24.1,64.69,3.1
pixaroma,AI Image Editing in ComfyUI: Flux 2 Klein (Ep04),https://www.youtube.com/watch?v=kNap0VWP1xs,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, Flux Model Workflows)",84376,2026-03-12,-5.04,75.62,17.42
Olivio Sarikas,L4: Img2Img Painting in ComfyUI  - Comfy Academy,https://www.youtube.com/watch?v=179OUihyihk,Beginner Guides (Beginner Guides),83498,2024-08-09,-58.9,54.74,56.76
Scott Detweiler,ComfyUI - ReVision! Combine Multiple Images into something new with ReVision!,https://www.youtube.com/watch?v=1SwDCqgXZ-M,Node Graph Architecture (Node Graph Architecture),81565,2024-08-09,-5.24,-111.85,4.61
pixaroma,"ComfyUI Tutorial Series Ep 49: Master txt2video, img2video & video2video with Wan 2.1 VACE",https://www.youtube.com/watch?v=KGq96ag7FiY,AnimateDiff & AI Video (AnimateDiff & AI Video),81320,2025-08-09,96.91,-22.8,63.36
Latent Vision,ComfyUI: Advanced understanding Part 2,https://www.youtube.com/watch?v=ijqXnW_9gzc,Beginner Guides (Beginner Guides),80499,2024-08-09,-43.84,14.2,43.76
Latent Vision,Attention Masking with IPAdapter and ComfyUI,https://www.youtube.com/watch?v=vqG1VXKteQg,IPAdapter & Style Transfer (IPAdapter & Style Transfer),79743,2024-08-09,-24.68,-5.64,-22.61
Jerry Davos AI,AnimateDiff ControlNet Animation v2.1 [ComfyUI],https://www.youtube.com/watch?v=qczh3caLZ8o,"ControlNet Pose & Canny (ControlNet Pose & Canny, AnimateDiff & AI Video)",79375,2024-08-09,24.48,37.31,88.87
pixaroma,ComfyUI Video Models: InfiniteTalk + Wan 2.2 + SCAIL + LTX-2 (Ep06),https://www.youtube.com/watch?v=Z8JlJdXdVg4,AnimateDiff & AI Video (AnimateDiff & AI Video),78987,2026-03-12,98.43,5.58,74.24
IA SIN FILTROS,Aprende ComfyUI desde CERO 2026📸 Tutorial para PRINCIPIANTES Paso a Paso,https://www.youtube.com/watch?v=SzHnZ1oQHE8,Beginner Guides (Beginner Guides),77223,2025-09-13,-105.32,-6.18,70.44
Stefan 3D AI,Free Text to Animation with only 8GB VRAM in ComfyUI,https://www.youtube.com/watch?v=nDlMBCO8Np8,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, AnimateDiff & AI Video)",77179,2026-01-11,5.6,86.21,-31.81
ControlAltAI,A1111: IP Adapter ControlNet Tutorial (Stable Diffusion),https://www.youtube.com/watch?v=KHm5Q5TfNvE,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, ControlNet Pose & Canny)",76936,2024-08-09,35.28,31.52,-13.22
pixaroma,ComfyUI Tutorial Series Ep 46: How to Upscale Your AI Images (Update),https://www.youtube.com/watch?v=34y7QBVyvzY,Image Upscaling & Hires Fix (Image Upscaling & Hires Fix),74529,2025-08-09,105.91,15.45,26.42
Max Novak,Ultimate Beginner Guide to Learning ComfyUI (2026),https://www.youtube.com/watch?v=l4CiwGS2ewY,Beginner Guides (Beginner Guides),73997,2026-05-11,-81.79,4.46,74.09
MDMZ,Generate AI Videos With AnimateDiff & ComfyUI | Text to Animation Tutorial,https://www.youtube.com/watch?v=kmZ5S2X55fU,AnimateDiff & AI Video (AnimateDiff & AI Video),73286,2024-08-09,113.61,-14.75,92.1
CoderX,bye midjourney! SDXL 1.0 - How to install Stable Diffusion XL 1.0 (Automatic1111 & ComfyUI Tutorial),https://www.youtube.com/watch?v=BVtl9H7uf4A,SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models),72690,2023-08-10,29.77,59.53,2.08
FutuTek,How To Use LTX2.3 All-In-One Workflow in ComfyUI,https://www.youtube.com/watch?v=3HXCeSGnoq0,Node Graph Architecture (Node Graph Architecture),70649,2026-04-11,25.31,-102.29,9.13
Scott Detweiler,ComfyUI - 1 Image LoRA?! Check out this IP Adapter Tutorial for Stable Diffusion,https://www.youtube.com/watch?v=xzGdynQDzsM,SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models),70534,2024-08-09,46.51,48.84,13.71
MDMZ,How to Generate REALISTIC AI Animations | AnimateDiff & ComfyUI Tutorial,https://www.youtube.com/watch?v=EC9bE7Fot78,"Beginner Guides (Beginner Guides, AnimateDiff & AI Video)",70463,2024-08-09,-16.51,-16.59,84.48
Latent Vision,Style and Composition with IPAdapter and ComfyUI,https://www.youtube.com/watch?v=czcgJnoDVd4,"IPAdapter & Style Transfer (IPAdapter & Style Transfer, Custom Nodes & ComfyManager)",70348,2024-08-09,-45.46,1.96,-44.59
pixaroma,How to Upscale Images in ComfyUI (Ep05),https://www.youtube.com/watch?v=BRHodz0_Uc4,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, Image Upscaling & Hires Fix)",70327,2026-03-12,91.84,30.9,4.73
Sebastian Kamph,SDXL 1.0 in ComfyUI - Stable Diffusion,https://www.youtube.com/watch?v=sgYC9eWClCY,SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models),68806,2023-08-10,55.48,78.74,8.5
Nerdy Rodent,ComfyUI Workflow Creation Essentials For Beginners,https://www.youtube.com/watch?v=VM9snsuoqBc,"Beginner Guides (Beginner Guides, Node Graph Architecture, AnimateDiff & AI Video)",67503,2024-08-09,-36.72,-23.39,58.57
Endangered AI,Ultimate Guide to IPAdapter on comfyUI,https://www.youtube.com/watch?v=n6tYqqV0q7I,"IPAdapter & Style Transfer (IPAdapter & Style Transfer, Custom Nodes & ComfyManager)",67129,2024-08-09,-53.03,-2.95,-33.89
Monzon Media,Comfyui 101: Build Your First ControlNet Workflow in 10 Minutes!,https://www.youtube.com/watch?v=k1DFCqWg3fU,"Node Graph Architecture (Node Graph Architecture, ControlNet Pose & Canny, AnimateDiff & AI Video)",66893,2025-08-09,6.6,-38.69,17.65
pixaroma,ComfyUI Tutorial Series Ep 59: Qwen Edit Workflows for Smarter Image Edits,https://www.youtube.com/watch?v=myuV6vjkGIw,AnimateDiff & AI Video (AnimateDiff & AI Video),66113,2025-09-13,87.74,27.84,77.86
Scott Detweiler,ComfyUI : EASY Face Fixes & Swapping my wife's face into images!,https://www.youtube.com/watch?v=ekofgf9T-9c,SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models),65559,2024-08-09,79.03,71.49,-11.56
DreamingAI,EASY Inpainting in ComfyUI with SAM (segment Anything) | Creative Workflow Tutorial,https://www.youtube.com/watch?v=SMOM1bIY5yA,Node Graph Architecture (Node Graph Architecture),65311,2024-08-09,47.07,-101.4,-9.64
Latent Vision,FaceID Take 2! Even more face models! (IPAdapter+ComfyUI),https://www.youtube.com/watch?v=t2OBzV3UHv4,"Node Graph Architecture (Node Graph Architecture, IPAdapter & Style Transfer, AnimateDiff & AI Video)",64872,2024-08-09,-22.03,-40.78,-10.47
Olivio Sarikas,SDXL 0.9 Official Release - Run Local Guide!,https://www.youtube.com/watch?v=Q8eG6lG4eGw,"SDXL & Stable Diffusion Models (SDXL & Stable Diffusion Models, AnimateDiff & AI Video)",64197,2023-08-10,22.26,94.03,-13.47
esperando el render,"Your first day at ComfyUI, Introduction Tutorial from Scratch!",https://www.youtube.com/watch?v=RotNWltS9a8,Beginner Guides (Beginner Guides),62265,2026-04-11,-90.66,20.84,46.7
Latent Vision,Deep dive into the Flux,https://www.youtube.com/watch?v=tned5bYOC08,Flux Model Workflows (Flux Model Workflows),61701,2025-08-09,49.64,43.45,46.36
Latent Vision,Become a Style Transfer Master with ComfyUI and IPAdapter,https://www.youtube.com/watch?v=gmwZGC8UVHE,IPAdapter & Style Transfer (IPAdapter & Style Transfer),60905,2024-08-09,-34.54,-2.17,-33.5
MDMZ,SeedVR 2.5 ComfyUI Tutorial | FREE AI Video Upscaler to 4K,https://www.youtube.com/watch?v=9kEux1X_I-U,"AnimateDiff & AI Video (AnimateDiff & AI Video, Image Upscaling & Hires Fix)",59972,2026-04-11,103.81,15.76,54.0
Monzon Media,Comfyui 101 Flux Upscale Workflow: Step-by-Step Guide | Part 7,https://www.youtube.com/watch?v=G2m3vzg5bn8,"Node Graph Architecture (Node Graph Architecture, Flux Model Workflows, AnimateDiff & AI Video, Image Upscaling & Hires Fix)",59567,2025-08-09,86.98,-24.51,31.3
AIPURE,How To Fix Missing Nodes In ComfyUI： Step-by-Step Guide for Beginners!,https://www.youtube.com/watch?v=rNqfecOWBqs,Node Graph Architecture (Node Graph Architecture),58788,2025-08-09,14.05,-105.9,38.29
Data Leveling,ComfyUI Automation: Load ALL images from Folder | Image List vs Batch,https://www.youtube.com/watch?v=kS3TkRbg9jk,Beginner Guides (Beginner Guides),58478,2024-08-09,-49.8,21.29,101.45
Scott Detweiler,Stable Diffusion - Better Fine Details with a new VAE! (Variational Autoencoder),https://www.youtube.com/watch?v=QFFQi5Jd4I4,"Beginner Guides (Beginner Guides, SDXL & Stable Diffusion Models)",56556,2023-08-10,-29.63,-14.17,13.95
Latent Vision,How to use PuLID in ComfyUI,https://www.youtube.com/watch?v=w0FSEq9La-Y,AnimateDiff & AI Video (AnimateDiff & AI Video),56095,2024-08-09,62.21,-19.09,85.51
Latent Vision,"Flux: all samplers, schedulers, guidance, shift tested!",https://www.youtube.com/watch?v=WtmKyqi_aFM,Flux Model Workflows (Flux Model Workflows),55499,2025-08-09,32.06,33.48,46.7
CaoCao2025,How to use Lora in ComfyUI (A Beginner's Guide ComfyUI Stable Diffusion),https://www.youtube.com/watch?v=NYVqcA9JvJQ,"Beginner Guides (Beginner Guides, SDXL & Stable Diffusion Models, ControlNet Pose & Canny)",54255,2024-08-09,-49.27,-27.17,17.62
unComfyUI,ComfyUI Image to Image - SD1.5 SDXL Workflow,https://www.youtube.com/watch?v=xWfIXLjhha0,"Node Graph Architecture (Node Graph Architecture, SDXL & Stable Diffusion Models)",53858,2025-08-09,53.18,-35.85,-1.24
Benji’s AI Playground,Wan 2.2 Animate In ComfyUI Using WanVideoWrapper - Tutorial And Usage Examples,https://www.youtube.com/watch?v=lXS5ZdCcnuo,Beginner Guides (Beginner Guides),53480,2025-10-13,-52.23,48.78,79.11
